date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2019-03-01,23,1,4,2,8,21,19,71,28,6,0,1,5,1,4,37,0,12,36,0,0,0,0,8,0,0,2,0,13,12,7,12,8,0,5,0,13,0,11,7,16,15,0,28,25,18,20,0,22,33,11,14
2019-04-01,19,0,3,2,8,5,34,19,1,13,0,2,6,0,4,10,0,10,26,1,0,0,0,4,0,0,2,0,10,10,7,12,5,0,5,0,10,0,7,4,10,0,0,20,20,14,16,7,22,24,8,10
2019-05-01,17,0,4,2,7,5,37,22,1,18,0,2,9,0,5,12,0,11,32,0,0,0,0,7,0,0,2,0,9,8,6,10,4,0,4,0,11,0,8,3,12,0,0,22,20,16,20,0,16,19,9,9
2019-06-01,18,0,4,2,7,7,24,20,1,16,0,1,13,0,3,38,0,10,30,1,0,0,0,52,1,0,1,1,12,9,6,10,4,0,4,0,10,0,6,5,12,12,0,25,21,18,15,0,19,25,68,8
2019-07-01,19,0,4,2,6,13,21,16,1,27,0,10,8,0,2,11,0,7,26,0,0,0,0,57,0,0,1,1,13,8,7,9,4,0,6,0,12,0,7,4,15,0,0,25,25,19,14,0,19,21,78,10
2019-08-01,19,0,4,2,6,52,17,14,1,4,0,7,4,1,3,0,0,10,30,1,0,0,0,39,0,0,1,1,13,9,6,11,4,0,4,0,14,0,10,5,8,0,0,26,22,17,15,0,19,25,50,11
2019-09-01,19,0,4,2,7,41,12,11,1,20,0,4,11,0,3,19,0,12,30,0,0,0,0,40,0,0,1,1,12,9,8,9,5,0,4,0,9,0,9,4,8,0,0,25,31,25,19,0,20,26,49,10
2019-10-01,17,0,3,2,7,5,12,12,1,23,0,1,15,0,4,0,0,12,33,0,0,0,0,21,0,0,2,1,11,8,9,13,7,0,5,0,11,0,10,6,10,11,0,23,19,21,14,0,21,29,27,9
2019-11-01,19,0,4,2,8,6,8,14,1,3,0,1,14,0,4,16,0,13,27,1,0,0,0,18,0,0,2,1,12,10,9,18,6,0,5,0,15,0,9,4,11,13,0,27,15,25,0,0,17,33,18,11
2019-12-01,20,0,3,2,7,6,8,12,2,4,0,4,8,0,3,42,0,10,25,0,0,0,0,12,0,0,1,0,12,10,9,14,5,0,5,0,17,0,8,6,12,0,0,26,14,16,12,0,19,28,19,9
2020-01-01,20,0,4,2,7,6,12,16,6,4,0,11,8,0,7,0,0,10,27,0,0,0,0,9,0,0,2,0,13,11,11,13,7,0,5,0,19,0,11,4,13,14,0,27,13,15,10,0,20,39,17,14
2020-02-01,23,0,4,2,7,9,10,18,30,24,0,72,14,0,7,0,0,13,31,0,18,0,0,21,0,0,2,0,14,14,12,16,7,0,5,0,15,0,14,5,12,0,0,30,21,15,18,0,20,38,27,12
2020-03-01,29,1,6,2,10,8,11,25,9,9,0,4,3,0,10,9,0,12,47,0,0,0,0,21,0,0,2,1,16,14,15,15,7,0,7,0,23,0,12,8,21,14,0,36,27,22,17,0,29,48,30,15
2020-04-01,37,1,7,2,16,8,12,9,1,33,0,3,3,0,7,10,0,16,55,0,0,0,0,34,0,0,3,1,23,20,18,22,11,0,11,6,32,0,18,10,29,23,0,55,35,29,23,0,47,67,45,25
2020-05-01,32,1,6,2,12,7,9,7,1,26,0,7,9,0,8,0,0,13,56,0,0,0,0,35,0,0,2,1,20,17,14,21,9,0,8,5,23,0,20,8,21,17,0,44,37,27,20,0,31,54,51,22
2020-06-01,25,0,4,2,9,8,9,10,1,12,0,100,8,0,10,20,0,12,54,0,0,0,0,34,0,0,1,1,16,11,11,20,6,0,6,0,22,0,14,6,12,11,0,34,29,20,13,0,24,36,43,15
2020-07-01,21,0,4,2,8,5,13,15,1,3,0,7,30,0,5,8,0,9,33,0,0,0,0,31,0,0,1,0,13,10,10,16,5,0,5,0,15,0,12,4,9,11,0,32,21,13,17,0,21,32,39,13
2020-08-01,19,0,3,2,7,5,33,11,1,25,0,4,22,0,3,0,0,10,36,0,0,0,0,24,0,0,1,1,12,9,11,16,7,0,4,0,13,0,12,3,11,0,0,21,20,13,14,0,19,23,30,11
2020-09-01,17,0,3,2,6,5,20,9,1,8,0,5,27,0,9,0,0,15,37,0,0,0,0,20,0,0,1,1,10,8,8,11,4,0,3,0,11,0,9,4,6,17,0,22,11,16,0,0,16,22,26,10
2020-10-01,17,0,3,2,5,4,14,8,1,27,0,28,28,0,6,9,0,14,35,0,0,0,0,11,0,0,1,0,10,8,8,11,4,0,3,0,12,0,9,4,9,0,0,22,13,12,12,0,14,23,18,9
2020-11-01,19,0,3,2,7,4,13,8,0,4,0,45,29,0,4,9,0,11,38,0,0,0,0,7,0,0,1,1,10,8,10,11,4,0,4,0,11,0,10,2,12,0,0,25,17,16,0,0,17,28,14,11
2020-12-01,23,1,4,2,7,4,9,8,1,2,0,51,44,0,2,13,0,9,36,0,0,0,0,9,0,100,1,0,12,10,11,12,6,0,5,0,18,0,11,5,13,0,0,31,19,14,11,0,22,32,16,11
2021-01-01,22,1,3,2,7,5,9,11,1,2,1,81,53,0,6,15,0,10,30,1,0,0,0,8,0,29,2,1,13,11,11,14,6,0,5,0,18,0,12,11,12,0,0,29,19,14,12,0,22,35,17,11
2021-02-01,22,0,5,2,7,5,13,12,26,2,0,60,4,0,6,0,0,13,35,0,0,0,0,4,0,26,2,0,13,11,12,15,6,0,4,4,18,0,16,11,10,0,0,29,17,19,14,0,22,35,14,11
2021-03-01,21,0,4,2,7,3,21,48,2,2,0,7,3,0,5,0,0,12,29,0,0,0,0,6,0,46,2,0,13,11,12,14,5,0,4,0,16,0,15,9,12,0,0,22,10,13,14,0,18,35,14,11
2021-04-01,22,0,4,2,8,5,17,16,1,2,0,51,18,0,5,8,47,13,34,0,0,0,0,10,1,33,1,1,12,10,12,10,5,0,4,0,18,0,19,6,10,12,0,25,17,15,11,0,21,34,19,11
2021-05-01,18,0,4,1,6,5,48,19,1,2,0,12,15,0,5,0,0,11,33,0,0,0,0,10,0,14,1,0,10,9,11,11,7,0,3,3,11,0,15,4,11,0,0,19,12,16,0,0,18,29,15,10
2021-06-01,14,0,3,1,7,3,20,17,0,21,0,42,3,0,3,0,0,10,24,0,0,0,0,11,0,4,1,0,8,8,10,8,4,0,3,0,10,0,11,3,6,0,0,15,0,14,11,0,12,19,12,7
2021-07-01,13,0,4,1,6,4,31,14,1,3,1,4,5,0,3,0,0,11,23,0,0,0,0,8,0,2,1,1,8,6,8,6,4,0,2,0,9,0,9,2,6,0,0,16,9,14,0,0,13,19,13,7
2021-08-01,12,0,3,1,6,3,20,11,0,17,1,5,10,0,2,0,0,9,17,0,0,0,0,13,0,2,1,0,8,7,9,7,3,0,2,0,9,0,9,2,5,0,0,14,10,15,0,0,11,20,17,7
2021-09-01,13,0,3,1,5,7,22,9,1,2,2,51,3,0,4,0,0,12,22,0,0,0,0,16,100,6,2,1,8,7,9,9,4,0,3,0,7,0,10,0,4,0,0,13,0,17,0,0,11,44,20,8
2021-10-01,13,0,3,2,6,45,18,9,1,1,36,19,5,0,3,0,0,14,26,0,0,0,0,11,30,4,1,0,8,6,10,7,3,0,2,0,8,0,13,6,6,0,0,14,14,15,0,0,12,25,18,8
2021-11-01,14,0,3,2,7,40,10,11,1,1,41,88,5,0,3,37,0,12,32,0,0,0,0,9,22,3,1,0,8,6,10,6,3,0,2,0,8,0,14,7,6,0,0,18,12,19,0,0,12,24,14,8
2021-12-01,13,0,3,1,6,4,13,11,1,1,1,90,2,0,2,9,0,10,21,0,0,0,0,8,23,2,1,0,8,6,10,6,3,0,2,0,8,0,8,5,5,0,0,18,0,17,0,0,12,17,13,6
2022-01-01,19,1,4,2,7,5,13,13,2,2,1,70,2,0,6,0,0,14,26,0,0,0,0,26,72,6,1,1,13,10,15,10,8,0,6,0,15,0,14,8,9,21,0,26,12,19,0,0,18,34,33,10
2022-02-01,20,1,3,2,10,9,13,15,47,2,6,74,2,1,7,12,0,19,42,0,0,0,0,36,43,4,2,0,13,11,16,10,7,0,4,3,14,0,16,5,8,0,0,30,15,29,18,0,19,30,37,11
2022-03-01,18,1,3,2,8,7,24,53,3,2,8,11,2,2,7,0,0,17,38,0,0,0,0,62,7,2,1,0,14,10,16,10,6,0,3,3,14,0,15,4,7,0,0,23,13,22,12,0,18,26,58,9
2022-04-01,16,1,3,2,7,22,26,18,1,2,23,27,3,0,5,7,40,19,30,0,12,0,0,73,6,2,1,0,13,9,15,8,6,0,3,0,16,0,16,3,5,0,0,19,15,26,7,0,15,23,70,7
2022-05-01,18,1,3,2,7,91,42,19,1,31,100,19,5,1,6,20,88,17,44,0,0,0,0,67,5,2,1,0,16,8,14,16,9,0,3,3,14,0,20,4,6,0,0,20,17,38,12,0,15,26,71,11
2022-06-01,16,1,3,1,7,6,26,18,1,3,2,77,12,0,5,21,0,11,32,0,0,0,0,100,5,2,1,0,16,8,13,16,10,0,3,0,12,0,14,3,6,0,0,22,9,29,11,0,16,22,100,11
2022-07-01,17,1,3,1,7,6,30,15,1,12,3,8,4,0,2,11,0,11,29,0,0,0,0,89,4,2,1,0,19,9,15,24,15,0,3,0,11,0,17,4,8,0,0,17,8,29,54,0,13,21,95,7
2022-08-01,17,1,3,1,8,6,22,13,1,37,42,73,3,0,5,7,0,10,25,0,17,0,0,76,6,2,1,1,17,10,15,18,12,0,3,3,12,0,22,3,9,0,0,18,16,25,30,0,16,22,75,7
2022-09-01,15,0,3,2,6,7,17,11,1,2,1,12,4,0,6,0,0,13,25,0,0,0,0,11,5,2,1,1,12,7,12,10,6,0,3,0,12,0,15,2,9,0,0,18,10,19,15,0,13,18,14,7
2022-10-01,14,0,2,2,6,20,17,11,1,2,2,22,6,0,4,0,0,15,27,0,10,0,0,5,5,2,1,0,8,5,12,6,4,0,1,0,9,0,14,3,9,0,0,19,8,18,0,0,13,17,7,5
2022-11-01,15,0,3,2,7,51,12,13,1,2,2,66,12,1,5,28,52,16,32,0,0,0,0,5,4,1,1,0,8,6,11,6,4,0,2,0,9,0,12,3,8,0,0,22,19,24,0,0,14,21,10,8
2022-12-01,13,0,2,1,6,4,10,12,1,1,1,68,5,0,3,0,0,12,18,0,0,0,0,3,3,1,1,0,7,6,12,5,4,0,2,0,9,0,11,2,7,0,0,19,0,11,0,0,12,17,6,6
2023-01-01,15,0,3,1,6,5,13,14,3,1,1,80,2,0,5,0,0,13,21,0,0,0,0,3,4,2,1,0,10,8,15,6,5,0,4,0,10,0,13,2,9,0,0,17,7,11,0,0,14,24,7,8
2023-02-01,18,1,3,2,8,10,20,18,38,2,1,14,3,0,4,7,0,18,36,0,0,0,0,5,5,3,1,1,13,11,19,7,12,0,4,3,13,0,20,4,9,0,0,24,11,16,0,0,16,35,7,9
2023-03-01,25,2,6,11,29,9,28,53,1,2,1,16,4,0,4,22,38,17,27,4,9,0,0,5,7,5,3,1,16,13,26,12,12,0,6,3,20,0,25,5,15,10,0,22,16,29,0,0,22,31,11,10
2023-04-01,24,1,3,6,9,26,27,18,1,7,1,32,9,0,5,9,35,17,29,2,0,0,0,5,10,6,3,2,22,19,30,16,16,0,7,4,25,0,44,4,12,0,0,24,11,19,0,0,22,35,13,13
2023-05-01,22,1,3,5,9,100,40,20,1,10,2,41,6,1,4,35,50,17,35,2,0,0,0,3,5,4,2,1,15,15,18,12,12,0,4,3,21,0,41,6,12,0,0,29,17,20,10,0,20,34,10,12
2023-06-01,16,1,3,8,9,7,27,18,1,2,1,75,9,0,2,12,0,12,22,6,0,0,0,3,4,4,2,1,13,12,15,7,8,0,4,0,13,0,25,4,10,0,0,16,5,17,0,0,15,24,6,8
2023-07-01,15,1,3,8,8,6,27,15,1,2,1,91,3,0,3,0,0,13,21,4,0,0,0,0,3,3,1,1,12,10,16,9,7,0,5,0,12,0,22,4,9,0,0,16,11,17,0,0,14,23,5,9
2023-08-01,15,1,3,11,11,6,18,14,1,2,1,8,2,0,7,14,0,12,29,6,0,0,0,3,4,2,2,1,12,10,14,8,7,0,4,0,15,3,21,4,3,0,0,22,10,17,0,0,14,26,6,8
2023-09-01,17,1,4,73,18,4,16,11,1,2,1,7,3,0,4,9,0,15,20,34,0,0,0,5,6,3,2,1,13,10,14,7,7,0,5,4,15,0,22,4,11,0,62,21,8,16,12,0,16,21,7,13
2023-10-01,11,1,3,71,13,3,16,12,1,2,1,28,4,0,4,10,0,14,19,34,0,0,0,2,7,4,2,2,13,11,16,7,7,0,4,3,13,0,20,4,7,0,0,10,6,17,0,0,13,16,5,7
2023-11-01,7,1,2,39,9,2,11,20,1,18,1,50,7,0,3,14,0,12,14,25,0,0,0,1,3,2,1,1,7,7,9,3,4,0,2,0,4,0,9,3,3,0,0,6,5,9,0,0,6,7,4,4
2023-12-01,6,1,2,35,9,2,12,17,1,20,1,47,8,0,4,20,0,11,11,21,0,0,0,1,3,1,1,0,5,5,8,2,3,0,1,0,4,0,7,0,5,0,32,6,0,9,0,0,6,9,2,3
2024-01-01,6,1,2,36,9,4,14,14,6,12,15,60,3,0,5,14,0,13,10,14,0,0,0,1,3,2,1,1,6,5,7,2,3,0,1,0,3,0,7,0,5,10,0,6,8,9,0,0,6,7,3,3
2024-02-01,8,1,2,57,11,6,16,18,46,4,21,12,3,0,5,8,0,19,13,51,0,0,0,1,4,1,1,1,8,7,11,3,5,0,2,0,9,0,25,0,0,0,0,10,11,12,0,0,9,9,3,4
2024-03-01,7,1,2,58,10,18,34,57,2,3,88,26,4,1,6,9,0,24,19,18,0,0,0,0,4,1,1,1,10,6,10,2,4,0,2,0,6,0,17,2,4,0,0,7,0,11,0,0,8,11,4,3
2024-04-01,6,1,2,49,9,4,32,22,1,26,5,8,6,0,4,7,0,20,14,29,0,0,0,1,4,2,2,1,11,5,8,4,4,0,1,0,7,0,12,0,5,0,0,5,8,7,0,0,7,6,2,3
2024-05-01,5,1,2,43,9,2,45,21,1,3,1,7,7,0,5,8,0,13,10,24,0,0,0,2,4,2,1,1,10,5,6,2,3,0,1,0,6,0,8,0,4,0,40,4,0,9,0,0,7,7,4,3
2024-06-01,5,1,2,44,11,2,32,19,1,2,1,74,11,0,4,0,0,13,10,40,0,0,0,1,5,3,1,1,10,4,6,1,3,0,1,0,4,0,6,0,0,0,37,5,0,6,0,0,7,6,2,2
2024-07-01,5,1,2,41,10,1,37,17,1,2,1,33,2,0,5,0,0,14,15,17,0,0,0,0,3,2,1,1,9,3,5,2,2,0,1,0,4,0,6,0,0,0,32,3,11,7,0,0,6,5,2,2
2024-08-01,6,1,2,51,12,2,18,13,2,2,1,74,2,0,6,0,0,14,9,25,0,0,0,0,3,2,2,1,11,5,6,3,3,0,2,0,5,0,8,0,3,0,51,6,0,8,0,0,7,7,2,2
2024-09-01,5,1,2,45,11,2,15,11,1,2,1,67,3,0,11,9,0,17,8,15,0,0,0,0,4,2,2,1,12,4,6,2,3,0,1,0,4,0,9,2,3,0,49,5,0,5,0,0,5,6,2,2
2024-10-01,5,1,2,55,10,1,14,12,3,2,1,34,5,0,7,0,0,20,10,46,0,0,0,0,8,5,2,1,12,5,6,2,3,0,1,0,4,0,6,0,3,0,100,5,0,6,0,0,6,6,2,3
2024-11-01,5,1,2,52,11,3,14,14,1,12,3,44,8,0,6,0,0,21,9,30,0,0,0,0,2,2,2,0,9,3,6,2,2,0,1,0,3,0,5,0,0,0,0,0,0,7,0,0,6,5,2,2
2024-12-01,6,1,2,61,11,7,15,14,2,16,6,9,2,1,4,0,0,18,7,15,0,0,0,2,3,3,1,1,11,4,6,2,3,0,0,0,5,0,6,0,0,0,0,5,0,10,0,0,7,5,2,3
2025-01-01,6,1,2,70,11,2,18,15,10,11,1,63,2,0,8,0,0,16,5,29,0,0,0,0,4,3,2,1,16,4,8,3,4,0,2,0,4,0,7,0,3,0,41,4,0,12,0,0,7,8,3,3
2025-02-01,7,1,2,84,12,2,19,20,43,3,2,10,3,0,5,0,0,23,10,19,0,0,0,1,5,4,2,1,23,6,9,5,5,0,2,0,9,0,9,0,4,0,75,6,0,9,0,0,8,9,3,3
2025-03-01,6,1,2,79,12,2,46,53,1,2,1,92,3,0,7,7,0,22,8,19,0,0,0,0,4,3,2,1,22,5,8,2,5,100,0,0,6,0,8,2,5,0,88,3,9,6,0,0,7,8,2,3
2025-04-01,6,1,1,73,12,1,55,22,1,16,2,16,3,0,7,0,0,20,6,23,0,0,0,0,4,3,2,1,19,5,7,3,5,0,1,0,7,0,6,0,0,0,73,4,0,6,0,0,6,5,2,3
2025-05-01,6,1,1,74,13,3,65,23,1,2,3,40,8,0,10,0,0,20,9,27,0,0,0,1,6,3,2,1,19,6,8,3,4,0,1,0,3,0,5,0,0,0,38,4,10,9,0,0,7,7,3,2
2025-06-01,6,1,2,82,13,10,38,19,1,2,2,44,3,2,5,8,0,24,10,13,0,0,0,1,5,3,2,1,17,6,7,2,4,0,2,0,5,0,5,0,0,0,43,3,8,6,0,0,6,7,2,3
2025-07-01,5,1,2,80,14,2,60,17,1,3,3,26,3,0,8,7,0,27,13,58,0,0,0,1,5,3,2,1,16,6,8,4,5,0,1,0,4,0,5,0,3,0,73,5,8,14,0,0,5,6,2,3
2025-08-01,6,2,3,92,18,2,91,19,1,5,4,92,3,1,8,0,0,85,14,72,0,0,0,2,7,4,4,3,17,7,9,3,4,0,2,0,4,0,6,0,0,0,77,3,10,51,0,0,7,5,3,1
2025-09-01,5,2,3,85,21,2,100,16,1,6,14,83,4,0,9,0,0,100,10,66,0,0,0,1,8,5,4,2,15,6,9,2,4,0,1,3,5,0,6,0,3,0,86,3,7,63,0,0,6,6,2,2
2025-10-01,6,2,2,100,25,2,70,15,1,4,14,65,5,0,8,2,0,54,10,100,0,0,0,1,14,13,5,2,23,9,22,6,5,0,1,1,4,2,5,0,1,0,6,1,1,42,1,0,5,5,1,1
2025-11-01,6,1,1,99,14,2,31,15,1,2,3,8,18,0,4,0,0,15,7,28,0,0,0,0,16,15,5,2,23,11,19,5,4,0,0,0,5,0,4,0,0,0,0,0,0,10,0,0,5,4,4,2
